Age,Attrition,BusinessTravel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,Research & Development,Medical,1674,Female,Laboratory Technician,Divorced,2587,Yes,17,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,Medical,1675,Female,Laboratory Technician,Single,2440,No,4,3,4,3,3,3
47,No,Travel_Rarely,Sales,Life Sciences,1676,Female,Manager,Divorced,15972,No,29,2,3,2,1,2
49,No,Travel_Rarely,Research & Development,Life Sciences,1677,Male,Manager,Single,15379,No,23,2,8,7,0,0
41,No,Travel_Rarely,Sales,Life Sciences,1678,Male,Sales Executive,Single,7082,Yes,21,2,2,0,0,2
20,No,Travel_Rarely,Sales,Life Sciences,1680,Male,Sales Representative,Single,2728,No,2,3,2,2,0,2
33,No,Non-Travel,Sales,Life Sciences,1681,Female,Sales Executive,Divorced,5368,Yes,7,2,6,5,1,2
36,No,Travel_Rarely,Research & Development,Life Sciences,1682,Male,Healthcare Representative,Married,5347,No,10,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,Life Sciences,1683,Female,Human Resources,Divorced,3195,Yes,8,2,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,Medical,1684,Male,Laboratory Technician,Single,3989,Yes,5,2,5,4,1,2
38,No,Travel_Rarely,Research & Development,Medical,1687,Female,Laboratory Technician,Married,3306,No,7,5,0,0,0,0
53,No,Travel_Rarely,Research & Development,Medical,1689,Male,Healthcare Representative,Married,7005,No,11,2,4,3,1,2
48,Yes,Travel_Frequently,Sales,Medical,1691,Female,Sales Representative,Married,2655,Yes,19,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,Life Sciences,1692,Male,Laboratory Technician,Single,1393,No,1,2,1,0,0,0
26,No,Non-Travel,Research & Development,Medical,1693,Male,Laboratory Technician,Single,2570,No,7,5,7,7,5,7
55,No,Travel_Rarely,Research & Development,Technical Degree,1694,Male,Research Scientist,Divorced,3537,No,8,1,4,2,1,2
34,No,Travel_Rarely,Research & Development,Medical,1696,Male,Laboratory Technician,Married,3986,No,15,3,15,10,4,13
60,No,Travel_Rarely,Research & Development,Medical,1697,Male,Healthcare Representative,Divorced,10883,No,19,2,1,0,0,0
33,No,Travel_Rarely,Research & Development,Medical,1698,Male,Laboratory Technician,Married,2028,No,14,6,14,11,2,13
37,No,Travel_Frequently,Sales,Medical,1700,Male,Sales Executive,Divorced,9525,No,6,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,Life Sciences,1701,Female,Research Scientist,Married,2929,No,10,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,Life Sciences,1702,Male,Sales Representative,Divorced,2275,Yes,3,2,3,2,0,2
44,No,Travel_Rarely,Research & Development,Life Sciences,1703,Female,Healthcare Representative,Married,7879,Yes,9,2,8,7,6,7
35,No,Travel_Frequently,Research & Development,Medical,1704,Male,Research Scientist,Single,4930,Yes,6,2,5,4,1,4
43,No,Travel_Rarely,Sales,Medical,1706,Male,Sales Executive,Married,7847,Yes,10,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,Medical,1707,Male,Research Scientist,Married,4401,No,5,1,5,3,0,4
41,No,Travel_Rarely,Sales,Marketing,1708,Male,Sales Executive,Single,9241,No,10,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,Medical,1709,Female,Laboratory Technician,Married,2974,No,9,2,5,3,1,2
36,No,Travel_Rarely,Sales,Life Sciences,1710,Female,Sales Representative,Single,4502,No,17,2,13,7,6,7
45,No,Non-Travel,Research & Development,Life Sciences,1712,Male,Healthcare Representative,Married,10748,No,25,3,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,Human Resources,1714,Male,Human Resources,Married,1555,No,1,2,1,0,0,0
47,Yes,Travel_Frequently,Sales,Life Sciences,1716,Male,Sales Executive,Married,12936,No,25,3,23,5,14,10
26,No,Travel_Rarely,Research & Development,Medical,1718,Male,Laboratory Technician,Married,2305,No,3,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,Technical Degree,1719,Female,Research Director,Single,16704,No,21,2,21,6,8,6
32,No,Travel_Frequently,Research & Development,Life Sciences,1720,Male,Research Scientist,Married,3433,No,10,3,5,2,1,3
31,No,Travel_Rarely,Research & Development,Life Sciences,1721,Male,Laboratory Technician,Married,3477,No,6,2,5,2,0,3
41,No,Non-Travel,Human Resources,Human Resources,1722,Male,Human Resources,Married,6430,No,10,4,3,2,1,2
40,No,Travel_Rarely,Research & Development,Life Sciences,1724,Female,Manufacturing Director,Married,6516,Yes,18,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,Medical,1725,Male,Laboratory Technician,Divorced,3907,No,6,2,6,2,1,2
46,No,Travel_Rarely,Research & Development,Life Sciences,1727,Male,Healthcare Representative,Single,5562,No,19,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,Life Sciences,1728,Male,Manufacturing Director,Married,6883,No,17,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,Life Sciences,1729,Male,Research Scientist,Married,2862,No,10,2,10,0,0,8
47,No,Non-Travel,Sales,Marketing,1731,Male,Sales Executive,Married,4978,No,4,3,1,0,0,0
46,No,Travel_Rarely,Sales,Life Sciences,1732,Male,Sales Executive,Divorced,10368,Yes,13,5,10,6,0,3
36,Yes,Travel_Rarely,Sales,Marketing,1733,Male,Sales Executive,Divorced,6134,Yes,16,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,Life Sciences,1734,Male,Sales Executive,Single,6735,No,10,2,0,0,0,0
23,No,Travel_Rarely,Research & Development,Medical,1735,Female,Laboratory Technician,Single,3295,No,3,3,3,2,1,2
31,No,Travel_Frequently,Research & Development,Technical Degree,1736,Female,Manufacturing Director,Single,5238,No,9,3,5,4,1,4
39,No,Non-Travel,Research & Development,Life Sciences,1737,Male,Laboratory Technician,Married,6472,Yes,9,2,9,8,5,8
32,No,Travel_Rarely,Sales,Life Sciences,1739,Male,Sales Executive,Married,9610,No,10,2,4,3,0,2
40,No,Travel_Rarely,Sales,Medical,1740,Male,Manager,Single,19833,No,21,3,21,8,12,8
45,No,Travel_Rarely,Human Resources,Life Sciences,1744,Female,Human Resources,Married,9756,No,9,2,5,0,0,3
30,No,Travel_Frequently,Research & Development,Technical Degree,1745,Female,Research Scientist,Single,4968,No,10,2,9,7,0,7
24,No,Travel_Frequently,Human Resources,Medical,1746,Male,Human Resources,Married,2145,No,3,2,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,Human Resources,1747,Female,Human Resources,Divorced,2180,No,6,0,4,2,1,2
31,No,Travel_Rarely,Sales,Technical Degree,1749,Male,Sales Executive,Married,8346,No,6,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,Medical,1751,Female,Research Scientist,Single,3445,No,6,5,6,2,1,4
29,Yes,Travel_Rarely,Sales,Marketing,1752,Female,Sales Representative,Single,2760,No,2,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,Life Sciences,1753,Male,Healthcare Representative,Single,6294,Yes,10,5,3,2,0,2
30,No,Travel_Rarely,Sales,Marketing,1754,Male,Sales Executive,Divorced,7140,No,12,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,Medical,1755,Male,Research Scientist,Married,2932,Yes,6,3,5,0,1,2
33,No,Non-Travel,Sales,Marketing,1756,Female,Sales Executive,Single,5147,No,13,2,11,7,1,7
49,No,Travel_Rarely,Sales,Marketing,1757,Female,Sales Executive,Single,4507,No,8,1,5,1,0,4
33,Yes,Travel_Rarely,Sales,Life Sciences,1758,Female,Sales Executive,Single,8564,Yes,11,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,Medical,1760,Female,Laboratory Technician,Married,2468,No,9,4,6,1,0,5
31,Yes,Travel_Rarely,Sales,Marketing,1761,Male,Sales Executive,Married,8161,No,10,2,1,0,0,0
29,No,Travel_Rarely,Research & Development,Technical Degree,1762,Female,Research Scientist,Divorced,2109,No,1,2,1,0,0,0
30,No,Travel_Rarely,Research & Development,Life Sciences,1763,Male,Healthcare Representative,Married,5294,No,10,3,7,0,1,7
32,No,Non-Travel,Research & Development,Technical Degree,1764,Male,Research Scientist,Single,2718,No,12,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,Medical,1766,Male,Healthcare Representative,Married,5811,Yes,15,2,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,Technical Degree,1767,Male,Research Scientist,Married,2437,Yes,6,4,1,0,0,0
42,No,Travel_Rarely,Research & Development,Medical,1768,Male,Laboratory Technician,Divorced,2766,No,7,6,5,3,0,4
55,No,Travel_Rarely,Research & Development,Medical,1770,Male,Research Director,Married,19038,No,34,2,1,0,0,0
33,No,Non-Travel,Research & Development,Technical Degree,1771,Male,Research Scientist,Divorced,3055,No,11,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,Life Sciences,1772,Male,Laboratory Technician,Divorced,2289,No,5,2,5,3,0,4
34,No,Non-Travel,Sales,Life Sciences,1774,Male,Sales Executive,Divorced,4001,Yes,15,3,15,14,0,7
53,No,Non-Travel,Research & Development,Medical,1775,Female,Manufacturing Director,Married,12965,Yes,27,2,3,2,0,2
43,No,Travel_Rarely,Human Resources,Life Sciences,1778,Male,Human Resources,Single,3539,No,10,5,9,7,1,8
34,No,Travel_Rarely,Sales,Life Sciences,1779,Female,Sales Executive,Single,6029,No,6,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,Marketing,1780,Male,Sales Representative,Single,2679,No,1,3,1,0,1,0
38,No,Travel_Rarely,Research & Development,Other,1782,Female,Laboratory Technician,Married,3702,No,5,3,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,Medical,1783,Female,Laboratory Technician,Married,2398,Yes,1,6,1,0,0,0
31,No,Travel_Rarely,Sales,Marketing,1784,Female,Sales Executive,Married,5468,No,13,3,12,7,5,7
51,No,Travel_Rarely,Research & Development,Technical Degree,1786,Female,Manager,Married,13116,No,15,2,2,2,2,2
37,No,Travel_Rarely,Sales,Marketing,1787,Male,Sales Executive,Married,4189,No,5,2,5,2,0,3
46,No,Travel_Rarely,Research & Development,Medical,1789,Male,Research Director,Divorced,19328,Yes,24,3,2,1,2,2
36,No,Travel_Rarely,Research & Development,Life Sciences,1790,Male,Healthcare Representative,Married,8321,Yes,15,1,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,Medical,1792,Male,Research Scientist,Divorced,2342,Yes,6,2,5,3,2,3
37,No,Travel_Rarely,Human Resources,Other,1794,Male,Human Resources,Divorced,4071,No,19,4,10,0,4,7
35,Yes,Travel_Rarely,Sales,Life Sciences,1797,Male,Sales Executive,Single,5813,Yes,10,2,10,7,7,7
33,No,Travel_Rarely,Research & Development,Life Sciences,1798,Male,Research Scientist,Married,3143,No,14,1,10,8,7,6
28,No,Travel_Rarely,Research & Development,Life Sciences,1799,Male,Research Scientist,Married,2044,No,5,6,5,3,0,3
39,No,Travel_Rarely,Research & Development,Medical,1800,Male,Research Director,Single,13464,No,9,3,4,3,2,2
46,No,Non-Travel,Sales,Life Sciences,1801,Male,Sales Executive,Single,7991,No,6,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,Life Sciences,1802,Female,Laboratory Technician,Married,3377,No,7,5,4,3,0,2
42,No,Travel_Rarely,Research & Development,Medical,1803,Male,Healthcare Representative,Married,5538,No,10,2,0,0,0,0
35,No,Non-Travel,Research & Development,Medical,1804,Male,Manufacturing Director,Divorced,5762,No,15,6,7,7,1,7
38,No,Non-Travel,Human Resources,Human Resources,1805,Male,Human Resources,Divorced,2592,No,13,3,11,10,3,8
34,Yes,Travel_Frequently,Research & Development,Life Sciences,1807,Male,Laboratory Technician,Married,5346,No,11,3,7,1,0,7
37,Yes,Travel_Rarely,Research & Development,Medical,1809,Male,Manufacturing Director,Single,4213,No,10,4,10,3,0,8
39,No,Travel_Frequently,Sales,Life Sciences,1812,Male,Sales Executive,Divorced,4127,No,7,6,2,1,2,2
43,No,Non-Travel,Research & Development,Life Sciences,1813,Male,Research Scientist,Single,2438,No,7,2,3,2,1,2
41,No,Travel_Rarely,Research & Development,Life Sciences,1814,Male,Healthcare Representative,Single,6870,No,11,3,3,2,1,2
41,No,Travel_Rarely,Sales,Marketing,1815,Female,Sales Executive,Divorced,10447,Yes,23,3,22,14,13,5
30,No,Travel_Rarely,Research & Development,Medical,1816,Female,Manufacturing Director,Single,9667,No,9,3,7,7,0,2
26,Yes,Travel_Rarely,Human Resources,Medical,1818,Female,Human Resources,Married,2148,Yes,6,3,5,1,1,4
46,Yes,Travel_Rarely,Research & Development,Medical,1821,Female,Healthcare Representative,Married,8926,No,13,2,9,7,3,7
40,No,Travel_Rarely,Research & Development,Life Sciences,1822,Female,Healthcare Representative,Divorced,6513,No,12,3,5,3,0,3
34,No,Travel_Rarely,Sales,Technical Degree,1823,Male,Sales Executive,Married,6799,No,10,5,10,8,4,8
58,No,Non-Travel,Sales,Medical,1824,Male,Manager,Divorced,16291,No,37,0,16,9,14,14
35,No,Travel_Rarely,Research & Development,Medical,1826,Male,Laboratory Technician,Married,2705,No,6,2,5,4,0,3
47,No,Travel_Rarely,Research & Development,Life Sciences,1827,Female,Manufacturing Director,Divorced,10333,Yes,28,4,22,11,14,10
40,No,Travel_Rarely,Research & Development,Life Sciences,1829,Female,Healthcare Representative,Divorced,4448,No,15,3,7,4,7,7
54,No,Travel_Rarely,Research & Development,Medical,1830,Female,Research Scientist,Married,6854,No,14,2,7,1,1,7
31,No,Travel_Frequently,Sales,Marketing,1833,Female,Sales Executive,Married,9637,No,9,3,3,2,2,2
28,No,Travel_Rarely,Research & Development,Medical,1834,Female,Research Scientist,Married,3591,No,3,3,3,2,1,2
38,No,Travel_Rarely,Sales,Marketing,1835,Female,Sales Representative,Married,5405,Yes,20,4,4,2,0,3
26,No,Travel_Rarely,Sales,Medical,1836,Male,Sales Executive,Single,4684,No,5,4,5,3,1,2
58,No,Travel_Frequently,Research & Development,Life Sciences,1837,Male,Research Director,Married,15787,Yes,23,3,2,2,2,2
18,No,Non-Travel,Research & Development,Medical,1839,Female,Research Scientist,Single,1514,No,0,4,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,Human Resources,1842,Male,Human Resources,Married,2956,No,2,4,1,0,0,0
29,Yes,Travel_Rarely,Human Resources,Human Resources,1844,Male,Human Resources,Divorced,2335,Yes,4,3,2,2,2,0
45,No,Non-Travel,Sales,Life Sciences,1845,Female,Sales Executive,Married,5154,No,10,3,8,7,5,7
36,No,Travel_Rarely,Research & Development,Other,1847,Female,Research Scientist,Married,6962,Yes,15,2,1,0,0,0
43,No,Travel_Frequently,Sales,Life Sciences,1849,Male,Sales Executive,Married,5675,No,7,5,7,7,7,7
27,No,Travel_Frequently,Research & Development,Life Sciences,1850,Female,Laboratory Technician,Single,2379,Yes,6,3,5,4,0,2
29,No,Travel_Frequently,Research & Development,Medical,1852,Male,Laboratory Technician,Married,3812,No,11,3,11,8,3,10
32,No,Travel_Frequently,Sales,Marketing,1853,Male,Sales Executive,Single,4648,No,4,2,0,0,0,0
42,No,Non-Travel,Research & Development,Technical Degree,1854,Male,Research Scientist,Married,2936,No,10,1,6,3,3,3
47,No,Travel_Rarely,Research & Development,Life Sciences,1856,Female,Laboratory Technician,Single,2105,No,7,2,2,2,2,0
46,No,Travel_Rarely,Research & Development,Life Sciences,1857,Male,Manufacturing Director,Divorced,8578,No,12,4,9,8,4,7
28,No,Non-Travel,Human Resources,Life Sciences,1858,Male,Human Resources,Divorced,2706,No,3,2,3,2,2,2
29,No,Travel_Rarely,Research & Development,Life Sciences,1859,Male,Healthcare Representative,Divorced,6384,No,11,3,7,0,1,6
42,No,Travel_Rarely,Research & Development,Life Sciences,1860,Male,Laboratory Technician,Single,3968,No,8,3,0,0,0,0
32,Yes,Travel_Rarely,Sales,Marketing,1862,Male,Sales Executive,Single,9907,Yes,7,3,2,2,2,2
46,No,Travel_Rarely,Sales,Technical Degree,1863,Female,Sales Executive,Divorced,13225,No,25,5,19,17,2,8
27,No,Travel_Rarely,Sales,Medical,1864,Female,Sales Representative,Married,3540,No,9,5,9,8,5,8
29,No,Travel_Rarely,Human Resources,Medical,1865,Male,Human Resources,Married,2804,No,1,3,1,0,0,0
43,No,Travel_Rarely,Research & Development,Medical,1866,Female,Manager,Married,19392,No,21,2,16,12,6,14
48,No,Travel_Rarely,Research & Development,Life Sciences,1867,Male,Research Director,Married,19665,No,29,3,22,10,12,9
29,Yes,Travel_Frequently,Research & Development,Life Sciences,1868,Male,Research Scientist,Single,2439,Yes,1,3,1,0,1,0
46,Yes,Travel_Rarely,Sales,Life Sciences,1869,Female,Sales Executive,Married,7314,No,14,2,8,7,0,7
27,No,Travel_Frequently,Research & Development,Life Sciences,1870,Female,Research Scientist,Married,4774,No,8,2,7,6,7,3
39,No,Travel_Rarely,Research & Development,Other,1871,Male,Research Scientist,Divorced,3902,No,7,2,2,2,2,2
55,No,Travel_Rarely,Research & Development,Technical Degree,1873,Male,Research Scientist,Married,2662,No,19,2,5,2,0,4
28,No,Travel_Rarely,Sales,Medical,1875,Female,Sales Representative,Married,2856,No,1,3,1,0,0,0
30,Yes,Travel_Rarely,Sales,Medical,1876,Male,Sales Representative,Single,1081,No,1,3,1,0,0,0
22,Yes,Travel_Rarely,Research & Development,Life Sciences,1878,Male,Research Scientist,Single,2472,Yes,1,2,1,0,0,0
36,No,Travel_Rarely,Sales,Technical Degree,1880,Female,Sales Executive,Married,5673,Yes,10,4,10,9,1,7
31,No,Travel_Rarely,Research & Development,Life Sciences,1881,Male,Laboratory Technician,Divorced,4197,No,10,2,10,8,0,2
34,No,Travel_Rarely,Sales,Life Sciences,1882,Male,Sales Executive,Married,9713,Yes,9,3,5,3,1,0
29,No,Travel_Rarely,Research & Development,Life Sciences,1883,Male,Laboratory Technician,Single,2062,No,11,2,3,2,1,2
37,No,Travel_Rarely,Research & Development,Medical,1885,Male,Research Scientist,Married,4284,Yes,16,2,5,3,0,4
35,No,Travel_Rarely,Research & Development,Other,1886,Female,Manufacturing Director,Married,4788,Yes,4,2,3,2,0,2
45,No,Travel_Rarely,Research & Development,Life Sciences,1888,Female,Manufacturing Director,Married,5906,No,10,2,9,8,3,8
36,No,Travel_Frequently,Human Resources,Human Resources,1890,Male,Human Resources,Single,3886,No,10,2,10,1,0,8
40,No,Travel_Rarely,Research & Development,Life Sciences,1892,Male,Manager,Divorced,16823,No,22,3,19,7,11,16
26,No,Travel_Rarely,Research & Development,Life Sciences,1893,Female,Research Scientist,Married,2933,Yes,1,3,1,0,1,0
27,No,Travel_Rarely,Sales,Medical,1898,Female,Sales Executive,Single,6500,No,9,5,8,7,0,7
48,No,Travel_Frequently,Research & Development,Medical,1900,Female,Manager,Divorced,17174,No,24,3,22,17,4,7
44,No,Travel_Rarely,Research & Development,Life Sciences,1903,Male,Healthcare Representative,Married,5033,No,10,5,2,0,2,2
34,Yes,Non-Travel,Research & Development,Technical Degree,1905,Male,Research Scientist,Married,2307,Yes,5,2,5,2,3,0
56,Yes,Travel_Rarely,Research & Development,Life Sciences,1907,Male,Laboratory Technician,Single,2587,No,5,3,4,2,1,0
36,No,Travel_Rarely,Sales,Marketing,1908,Male,Sales Executive,Married,5507,No,12,1,4,2,1,3
41,No,Travel_Rarely,Sales,Marketing,1909,Female,Sales Executive,Married,4393,No,14,3,5,4,1,4
42,No,Travel_Rarely,Research & Development,Medical,1911,Male,Research Director,Married,13348,No,18,3,13,7,5,7
31,No,Travel_Rarely,Sales,Medical,1912,Female,Sales Executive,Divorced,6583,Yes,8,2,5,2,1,4
34,No,Travel_Rarely,Sales,Medical,1915,Female,Sales Executive,Married,8103,Yes,9,3,4,2,0,1
31,No,Travel_Rarely,Research & Development,Medical,1916,Female,Laboratory Technician,Divorced,3978,No,4,0,2,2,2,2
26,No,Travel_Frequently,Research & Development,Other,1918,Male,Laboratory Technician,Married,2544,No,8,3,7,7,7,7
45,No,Travel_Frequently,Research & Development,Medical,1922,Male,Healthcare Representative,Single,5399,No,12,3,4,2,0,3
33,No,Travel_Rarely,Sales,Marketing,1924,Male,Sales Executive,Single,5487,No,10,2,10,4,0,9
28,No,Travel_Frequently,Sales,Life Sciences,1927,Male,Sales Executive,Married,6834,Yes,7,2,7,7,0,7
29,Yes,Travel_Frequently,Sales,Technical Degree,1928,Male,Sales Representative,Single,1091,No,1,3,1,0,0,0
39,No,Non-Travel,Sales,Life Sciences,1929,Female,Sales Executive,Married,5736,No,10,1,3,2,1,2
27,No,Travel_Rarely,Research & Development,Technical Degree,1931,Male,Research Scientist,Married,2226,No,6,3,5,3,1,2
34,No,Travel_Frequently,Research & Development,Other,1932,Male,Research Scientist,Married,5747,Yes,16,3,15,10,6,11
28,Yes,Travel_Rarely,Sales,Marketing,1933,Female,Sales Executive,Single,9854,Yes,6,0,2,0,2,2
47,No,Non-Travel,Research & Development,Technical Degree,1934,Male,Research Scientist,Married,5467,No,16,4,8,7,1,7
56,No,Travel_Rarely,Sales,Marketing,1935,Female,Sales Executive,Married,5380,No,6,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,Medical,1936,Male,Manufacturing Director,Married,5151,No,10,3,10,0,7,9
38,No,Travel_Frequently,Research & Development,Medical,1937,Female,Research Scientist,Divorced,2133,Yes,20,3,20,11,0,7
58,No,Travel_Rarely,Sales,Life Sciences,1938,Female,Manager,Married,17875,Yes,29,2,1,0,0,0
32,Yes,Travel_Frequently,Research & Development,Life Sciences,1939,Female,Research Scientist,Single,2432,Yes,8,2,4,1,0,3
38,No,Travel_Rarely,Research & Development,Life Sciences,1940,Male,Research Scientist,Divorced,4771,No,10,0,5,2,0,3
49,No,Travel_Frequently,Research & Development,Life Sciences,1941,Male,Research Director,Married,19161,No,28,3,5,4,4,3
42,No,Travel_Rarely,Sales,Marketing,1943,Male,Sales Executive,Divorced,5087,Yes,14,4,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,Human Resources,1944,Female,Human Resources,Married,2863,No,1,2,1,0,0,0
35,No,Travel_Rarely,Sales,Medical,1945,Male,Sales Executive,Married,5561,No,6,2,5,3,0,4
28,No,Non-Travel,Research & Development,Medical,1947,Male,Research Scientist,Single,2144,No,5,3,5,3,1,4
31,No,Non-Travel,Research & Development,Medical,1948,Male,Research Scientist,Divorced,3065,Yes,4,3,4,2,2,3
36,No,Non-Travel,Research & Development,Life Sciences,1949,Male,Laboratory Technician,Married,2810,No,5,3,5,4,0,2
34,No,Travel_Rarely,Sales,Marketing,1950,Male,Sales Executive,Single,9888,No,14,3,14,8,2,1
34,No,Travel_Rarely,Sales,Medical,1951,Male,Sales Executive,Divorced,8628,No,9,2,8,7,1,1
26,No,Travel_Rarely,Research & Development,Medical,1952,Male,Laboratory Technician,Single,2867,No,8,6,7,7,7,6
29,No,Travel_Rarely,Research & Development,Life Sciences,1954,Male,Healthcare Representative,Married,5373,No,6,5,5,3,0,2
32,No,Non-Travel,Research & Development,Medical,1955,Female,Healthcare Representative,Divorced,6667,No,9,6,5,1,1,2
31,No,Travel_Frequently,Research & Development,Life Sciences,1956,Male,Research Scientist,Married,5003,No,10,6,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,Technical Degree,1960,Male,Laboratory Technician,Divorced,2367,No,6,2,4,1,0,3
38,No,Travel_Rarely,Sales,Life Sciences,1961,Male,Sales Representative,Single,2858,No,20,3,1,0,0,0
35,No,Travel_Rarely,Sales,Life Sciences,1962,Female,Sales Executive,Married,5204,Yes,10,2,10,8,0,9
27,No,Travel_Rarely,Sales,Marketing,1965,Male,Sales Executive,Single,4105,No,7,5,7,7,0,7
32,No,Travel_Rarely,Research & Development,Life Sciences,1966,Male,Manufacturing Director,Single,9679,No,8,1,1,0,0,0
31,Yes,Travel_Frequently,Sales,Marketing,1967,Male,Sales Executive,Married,5617,Yes,10,4,10,7,0,8
53,Yes,Travel_Rarely,Sales,Life Sciences,1968,Male,Sales Executive,Single,10448,Yes,15,2,2,2,2,2
54,No,Travel_Rarely,Research & Development,Life Sciences,1969,Female,Research Scientist,Married,2897,No,9,6,4,3,2,3
33,No,Travel_Frequently,Research & Development,Life Sciences,1970,Male,Healthcare Representative,Divorced,5968,No,9,2,9,7,2,8
43,No,Travel_Rarely,Research & Development,Life Sciences,1971,Male,Healthcare Representative,Married,7510,No,10,1,10,9,0,9
38,No,Travel_Frequently,Human Resources,Other,1972,Male,Human Resources,Married,2991,Yes,7,2,6,2,1,2
55,No,Travel_Rarely,Human Resources,Human Resources,1973,Male,Manager,Married,19636,Yes,35,0,10,9,1,4
31,No,Travel_Rarely,Research & Development,Medical,1974,Female,Laboratory Technician,Divorced,1129,Yes,1,4,1,0,0,0
39,No,Travel_Rarely,Sales,Marketing,1975,Male,Sales Executive,Single,13341,No,21,3,20,8,11,10
42,No,Non-Travel,Research & Development,Life Sciences,1976,Male,Research Scientist,Single,4332,No,20,2,20,9,3,7
31,No,Non-Travel,Research & Development,Medical,1979,Female,Research Director,Married,11031,No,13,2,11,7,4,8
54,No,Travel_Rarely,Research & Development,Medical,1980,Female,Manufacturing Director,Single,4440,Yes,9,3,5,2,1,4
24,No,Travel_Rarely,Research & Development,Life Sciences,1981,Male,Healthcare Representative,Single,4617,No,4,2,4,3,1,2
23,No,Travel_Rarely,Research & Development,Other,1982,Male,Laboratory Technician,Single,2647,No,5,6,5,2,1,4
40,No,Travel_Frequently,Research & Development,Technical Degree,1985,Female,Laboratory Technician,Married,6323,No,10,2,10,9,9,4
40,No,Travel_Rarely,Sales,Marketing,1986,Female,Sales Executive,Married,5677,No,15,4,11,8,5,10
25,No,Travel_Rarely,Human Resources,Human Resources,1987,Female,Human Resources,Married,2187,No,6,3,2,0,1,2
30,No,Travel_Rarely,Research & Development,Medical,1989,Male,Laboratory Technician,Married,3748,No,12,6,12,8,1,7
25,No,Travel_Rarely,Research & Development,Other,1992,Male,Laboratory Technician,Divorced,3977,Yes,7,2,2,2,0,2
47,No,Travel_Rarely,Research & Development,Medical,1993,Male,Healthcare Representative,Single,8633,No,25,3,17,14,12,11
33,No,Non-Travel,Research & Development,Medical,1994,Male,Laboratory Technician,Divorced,2008,No,1,2,1,1,0,0
38,No,Travel_Rarely,Sales,Life Sciences,1995,Male,Sales Executive,Married,4440,No,16,3,15,13,5,8
31,No,Travel_Rarely,Sales,Life Sciences,1996,Male,Sales Representative,Married,3067,No,3,1,2,2,1,2
38,No,Travel_Frequently,Research & Development,Life Sciences,1997,Male,Manufacturing Director,Married,5321,No,10,1,8,3,7,7
42,No,Travel_Rarely,Research & Development,Life Sciences,1998,Male,Research Scientist,Divorced,5410,Yes,9,3,4,3,1,2
41,No,Travel_Rarely,Research & Development,Life Sciences,1999,Male,Research Scientist,Married,2782,No,12,3,5,3,1,0
47,No,Non-Travel,Research & Development,Medical,2000,Female,Research Director,Married,11957,No,14,3,13,8,5,12
35,No,Travel_Rarely,Research & Development,Medical,2003,Male,Laboratory Technician,Married,2660,Yes,5,3,2,2,2,2
22,No,Travel_Rarely,Research & Development,Life Sciences,2007,Male,Research Scientist,Single,3375,No,4,2,3,2,1,2
35,No,Travel_Rarely,Research & Development,Medical,2008,Male,Research Scientist,Single,5098,No,10,5,10,7,0,8
33,No,Travel_Rarely,Research & Development,Medical,2009,Female,Healthcare Representative,Married,4878,Yes,10,6,9,7,8,1
32,No,Travel_Rarely,Research & Development,Life Sciences,2010,Female,Laboratory Technician,Single,2837,No,6,3,6,2,4,1
40,No,Travel_Rarely,Research & Development,Life Sciences,2012,Male,Laboratory Technician,Married,2406,No,8,3,1,0,0,0
32,No,Travel_Rarely,Sales,Medical,2013,Male,Sales Representative,Married,2269,No,3,2,2,2,2,2
